run_s,ccdf
60.65237895823567,7.610198380594128e-05
62.319607150888466,7.11909657952573e-05
64.03266454091356,6.659686590805831e-05
65.79281089307577,6.229923276404465e-05
67.60134060087736,5.827893475267887e-05
69.45958363844255,5.451807486571838e-05
71.36890653856618,5.099991102578365e-05
73.33071339764821,4.7708781556286585e-05
75.34644690825108,4.463003546093949e-05
77.41758942004199,4.174996720246884e-05
79.5456640298968,3.905575569019571e-05
81.73223570197023,3.653540720487195e-05
83.97891241855375,3.417770200669561e-05
86.28734636257008,3.1972144388819584e-05
88.6592351325709,2.9908915954012038e-05
91.0963229911337,2.797883190646938e-05
93.60040214757377,2.617330016420955e-05
96.1733140759176,2.448428311002554e-05
98.8169508691031,2.2904261810730135e-05
101.53325663040575,2.1426202545405918e-05
104.32422890311128,2.0043525493656887e-05
107.19192013948962,1.8750075444470815e-05
110.1384392101464,1.7540094395300185e-05
113.16595295486512,1.6408195919380328e-05
116.2766877760778,1.534934118717797e-05
119.47293127613989,1.4358816535224291e-05
122.75703393960852,1.3432212482478328e-05
126.1314108617651,1.2565404100807205e-05
129.5985435246506,1.1754532652200251e-05
133.16098162192327,1.0995988410970874e-05
136.82134493387647,1.0286394594477767e-05
140.58232525399723,9.622592330829832e-06
144.44668836848516,9.00162659665556e-06
148.41727609018196,8.420733062337784e-06
152.49700834841192,7.877325786152203e-06
156.6888853362668,7.368985702528804e-06
160.9959897169185,6.8934498531891385e-06
165.42148889057688,6.4486013132209125e-06
169.96863732376366,6.032459767243524e-06
174.6407789426124,5.6431726937132995e-06
179.4413495919592,5.279007118123373e-06
184.37387956202656,4.938341898386897e-06
189.44199618456287,4.619660508060225e-06
194.64942650034342,4.321544285279736e-06
200.00000000000009,4.042666117358438e-06
